Match ID,Home ID,Away ID,Home Name,Away Name,Home Formation,Away Formation,Home Goals,Away Goals,Home Goals Conceded,Away Goals Conceded,Home Passes,Away Passes,Red Cards Home,Red Cards Away,Home Pass Quality,Away Pass Quality
38634,20,10,Southampton,Liverpool,3421.0,433.0,1.0,3.0,3.0,1.0,272.0,565.0,0.0,0.0,0.65,0.95
38355,21,10,Spurs,Liverpool,41212.0,433.0,1.0,2.0,2.0,1.0,549.0,356.0,0.0,0.0,0.95,0.95
38435,33,10,Watford,Liverpool,4222.0,4231.0,0.0,3.0,3.0,0.0,360.0,637.0,0.0,1.0,0.75,0.95
38514,11,10,Man City,Liverpool,433.0,433.0,2.0,1.0,1.0,2.0,578.0,583.0,0.0,0.0,0.95,0.95
38371,4,10,Chelsea,Liverpool,433.0,433.0,1.0,1.0,1.0,1.0,558.0,616.0,0.0,0.0,0.95,0.95
38393,159,10,Huddersfield,Liverpool,3511.0,433.0,0.0,1.0,1.0,0.0,521.0,585.0,0.0,0.0,0.65,0.95
38408,1,10,Arsenal,Liverpool,4231.0,433.0,1.0,1.0,1.0,1.0,586.0,356.0,0.0,0.0,0.85,0.95
38459,127,10,Bournemouth,Liverpool,442.0,442.0,0.0,4.0,4.0,0.0,424.0,634.0,0.0,0.0,0.75,0.95
38557,25,10,West Ham,Liverpool,4141.0,433.0,1.0,1.0,1.0,1.0,245.0,690.0,0.0,0.0,0.75,0.95
38487,38,10,Wolves,Liverpool,3412.0,4231.0,0.0,2.0,2.0,0.0,420.0,675.0,0.0,0.0,0.65,0.95
38650,46,10,Cardiff,Liverpool,4141.0,433.0,0.0,2.0,2.0,0.0,193.0,619.0,0.0,0.0,0.65,0.95
38675,23,10,Newcastle,Liverpool,541.0,433.0,2.0,3.0,3.0,2.0,294.0,677.0,0.0,0.0,0.85,0.95
38591,7,10,Everton,Liverpool,4411.0,433.0,0.0,0.0,0.0,0.0,343.0,474.0,0.0,0.0,0.85,0.95
38498,131,7,Brighton,Everton,451.0,3421.0,1.0,0.0,0.0,1.0,349.0,427.0,0.0,0.0,0.75,0.85
38489,43,7,Burnley,Everton,532.0,3421.0,1.0,5.0,5.0,1.0,401.0,417.0,0.0,0.0,0.85,0.85
38660,6,7,Crystal Palace,Everton,442.0,4231.0,0.0,0.0,0.0,0.0,313.0,543.0,0.0,0.0,0.75,0.85
38641,34,7,Fulham,Everton,4231.0,4231.0,2.0,0.0,0.0,2.0,343.0,496.0,0.0,0.0,0.65,0.85
38382,26,7,Leicester,Everton,4231.0,4231.0,1.0,2.0,2.0,1.0,461.0,423.0,1.0,0.0,0.85,0.85
38444,10,7,Liverpool,Everton,4231.0,4411.0,1.0,0.0,0.0,1.0,521.0,388.0,0.0,0.0,0.95,0.85
38404,12,7,Man Utd,Everton,433.0,4231.0,2.0,1.0,1.0,2.0,486.0,413.0,0.0,0.0,0.95,0.85
38535,20,7,Southampton,Everton,352.0,4231.0,2.0,1.0,1.0,2.0,302.0,473.0,0.0,0.0,0.65,0.85
